source,target
"[33, 45, 56, 41, 48, 11, 53, 14, 54]","[54, 14, 53, 11, 48, 41, 56, 45, 33]"
"[54, 13, 37, 41]","[41, 37, 13, 54]"
"[18, 41, 19, 24, 23]","[23, 24, 19, 41, 18]"
"[25, 14, 49, 53, 38, 6]","[6, 38, 53, 49, 14, 25]"
"[22, 11, 8, 41, 28, 34, 54]","[54, 34, 28, 41, 8, 11, 22]"
"[51, 51, 58, 50, 45, 37, 40, 31]","[31, 40, 37, 45, 50, 58, 51, 51]"
"[26, 8, 36, 55, 49, 17, 26, 14, 45]","[45, 14, 26, 17, 49, 55, 36, 8, 26]"
"[21, 10, 38, 30]","[30, 38, 10, 21]"
"[25, 19, 55, 55, 53]","[53, 55, 55, 19, 25]"
"[48, 8, 35, 24, 26, 12]","[12, 26, 24, 35, 8, 48]"
"[26, 44, 51, 27, 58, 36, 44]","[44, 36, 58, 27, 51, 44, 26]"
"[30, 37, 27, 47, 48, 58, 46, 41]","[41, 46, 58, 48, 47, 27, 37, 30]"
"[27, 43, 21, 42, 35, 22, 50, 53, 21]","[21, 53, 50, 22, 35, 42, 21, 43, 27]"
"[9, 55, 17, 50]","[50, 17, 55, 9]"
"[59, 56, 56, 17, 37]","[37, 17, 56, 56, 59]"
"[22, 44, 32, 13, 22, 56]","[56, 22, 13, 32, 44, 22]"
"[19, 29, 54, 59, 23, 31, 22]","[22, 31, 23, 59, 54, 29, 19]"
"[36, 7, 6, 45, 18, 4, 27, 22]","[22, 27, 4, 18, 45, 6, 7, 36]"
"[56, 58, 16, 18, 10, 10, 60, 34, 56]","[56, 34, 60, 10, 10, 18, 16, 58, 56]"
"[27, 21, 59, 39]","[39, 59, 21, 27]"
"[10, 35, 55, 41, 60]","[60, 41, 55, 35, 10]"
"[41, 38, 52, 42, 26, 35]","[35, 26, 42, 52, 38, 41]"
"[7, 60, 16, 18, 52, 25, 22]","[22, 25, 52, 18, 16, 60, 7]"
"[59, 50, 60, 36, 27, 59, 47, 60]","[60, 47, 59, 27, 36, 60, 50, 59]"
"[39, 7, 18, 32, 33, 46, 55, 56, 46]","[46, 56, 55, 46, 33, 32, 18, 7, 39]"
"[4, 49, 27, 6]","[6, 27, 49, 4]"
"[35, 43, 46, 42, 11]","[11, 42, 46, 43, 35]"
"[41, 60, 55, 27, 50, 34]","[34, 50, 27, 55, 60, 41]"
"[58, 41, 9, 12, 20, 57, 20]","[20, 57, 20, 12, 9, 41, 58]"
"[16, 57, 12, 15, 19, 20, 51, 30]","[30, 51, 20, 19, 15, 12, 57, 16]"
"[13, 50, 7, 30, 18, 19, 42, 27, 24]","[24, 27, 42, 19, 18, 30, 7, 50, 13]"
"[50, 21, 33, 12]","[12, 33, 21, 50]"
"[45, 50, 26, 20, 39]","[39, 20, 26, 50, 45]"
"[33, 52, 51, 29, 15, 16]","[16, 15, 29, 51, 52, 33]"
"[46, 40, 17, 24, 22, 24, 60]","[60, 24, 22, 24, 17, 40, 46]"
"[44, 9, 37, 18, 24, 31, 35, 55]","[55, 35, 31, 24, 18, 37, 9, 44]"
"[52, 53, 56, 5, 54, 55, 47, 50, 59]","[59, 50, 47, 55, 54, 5, 56, 53, 52]"
"[31, 59, 26, 58]","[58, 26, 59, 31]"
"[19, 54, 14, 52, 49]","[49, 52, 14, 54, 19]"
"[7, 16, 46, 9, 9, 23]","[23, 9, 9, 46, 16, 7]"
"[17, 34, 22, 33, 57, 23, 29]","[29, 23, 57, 33, 22, 34, 17]"
"[6, 25, 19, 45, 43, 29, 25, 54]","[54, 25, 29, 43, 45, 19, 25, 6]"
"[28, 16, 38, 39, 8, 14, 14, 25, 20]","[20, 25, 14, 14, 8, 39, 38, 16, 28]"
"[55, 13, 21, 45]","[45, 21, 13, 55]"
"[60, 25, 32, 18, 36]","[36, 18, 32, 25, 60]"
"[38, 48, 38, 46, 23, 4]","[4, 23, 46, 38, 48, 38]"
"[30, 29, 22, 16, 7, 37, 55]","[55, 37, 7, 16, 22, 29, 30]"
"[8, 8, 26, 49, 33, 31, 56, 33]","[33, 56, 31, 33, 49, 26, 8, 8]"
"[16, 33, 7, 26, 43, 36, 19, 4, 16]","[16, 4, 19, 36, 43, 26, 7, 33, 16]"
"[55, 58, 27, 21]","[21, 27, 58, 55]"
"[23, 19, 25, 51, 33]","[33, 51, 25, 19, 23]"
"[33, 29, 53, 39, 51, 29]","[29, 51, 39, 53, 29, 33]"
"[53, 33, 8, 42, 54, 16, 6]","[6, 16, 54, 42, 8, 33, 53]"
"[9, 57, 58, 36, 4, 24, 10, 23]","[23, 10, 24, 4, 36, 58, 57, 9]"
"[32, 18, 58, 45, 26, 40, 45, 4, 30]","[30, 4, 45, 40, 26, 45, 58, 18, 32]"
"[42, 42, 6, 14]","[14, 6, 42, 42]"
"[52, 29, 45, 35, 57]","[57, 35, 45, 29, 52]"
"[43, 13, 15, 28, 27, 42]","[42, 27, 28, 15, 13, 43]"
"[56, 43, 29, 30, 22, 29, 28]","[28, 29, 22, 30, 29, 43, 56]"
"[26, 25, 34, 57, 15, 15, 33, 5]","[5, 33, 15, 15, 57, 34, 25, 26]"
"[38, 28, 32, 8, 47, 60, 53, 14, 5]","[5, 14, 53, 60, 47, 8, 32, 28, 38]"
"[52, 19, 36, 15]","[15, 36, 19, 52]"
"[25, 43, 54, 30, 43]","[43, 30, 54, 43, 25]"
"[50, 38, 47, 37, 10, 21]","[21, 10, 37, 47, 38, 50]"
"[25, 35, 56, 16, 33, 17, 46]","[46, 17, 33, 16, 56, 35, 25]"
"[37, 60, 56, 59, 7, 7, 31, 60]","[60, 31, 7, 7, 59, 56, 60, 37]"
"[29, 35, 56, 14, 57, 45, 56, 25, 31]","[31, 25, 56, 45, 57, 14, 56, 35, 29]"
"[58, 38, 38, 36]","[36, 38, 38, 58]"
"[11, 39, 25, 45, 32]","[32, 45, 25, 39, 11]"
"[29, 26, 14, 6, 28, 52]","[52, 28, 6, 14, 26, 29]"
"[12, 38, 41, 38, 12, 31, 40]","[40, 31, 12, 38, 41, 38, 12]"
"[33, 57, 55, 15, 18, 55, 8, 43]","[43, 8, 55, 18, 15, 55, 57, 33]"
"[35, 60, 41, 9, 9, 40, 32, 18, 9]","[9, 18, 32, 40, 9, 9, 41, 60, 35]"
"[34, 5, 14, 33]","[33, 14, 5, 34]"
"[47, 27, 5, 48, 52]","[52, 48, 5, 27, 47]"
"[10, 10, 32, 11, 50, 56]","[56, 50, 11, 32, 10, 10]"
"[52, 49, 18, 21, 21, 13, 8]","[8, 13, 21, 21, 18, 49, 52]"
"[22, 30, 55, 54, 39, 20, 29, 16]","[16, 29, 20, 39, 54, 55, 30, 22]"
"[59, 25, 25, 32, 41, 12, 13, 55, 34]","[34, 55, 13, 12, 41, 32, 25, 25, 59]"
"[21, 26, 56, 54]","[54, 56, 26, 21]"
"[51, 14, 24, 29, 7]","[7, 29, 24, 14, 51]"
"[45, 23, 10, 37, 10, 26]","[26, 10, 37, 10, 23, 45]"
"[34, 6, 15, 39, 7, 10, 36]","[36, 10, 7, 39, 15, 6, 34]"
"[50, 28, 12, 53, 11, 22, 23, 55]","[55, 23, 22, 11, 53, 12, 28, 50]"
"[11, 9, 33, 50, 42, 4, 6, 39, 51]","[51, 39, 6, 4, 42, 50, 33, 9, 11]"
"[20, 27, 56, 30]","[30, 56, 27, 20]"
"[34, 24, 24, 24, 23]","[23, 24, 24, 24, 34]"
"[32, 13, 6, 8, 4, 34]","[34, 4, 8, 6, 13, 32]"
"[41, 17, 20, 53, 31, 51, 44]","[44, 51, 31, 53, 20, 17, 41]"
"[28, 32, 8, 55, 14, 4, 59, 56]","[56, 59, 4, 14, 55, 8, 32, 28]"
"[20, 23, 8, 47, 49, 58, 23, 28, 16]","[16, 28, 23, 58, 49, 47, 8, 23, 20]"
"[39, 11, 44, 49]","[49, 44, 11, 39]"
"[33, 18, 50, 5, 28]","[28, 5, 50, 18, 33]"
"[21, 35, 5, 50, 12, 43]","[43, 12, 50, 5, 35, 21]"
"[43, 37, 4, 60, 29, 43, 51]","[51, 43, 29, 60, 4, 37, 43]"
"[51, 10, 30, 57, 60, 14, 9, 41]","[41, 9, 14, 60, 57, 30, 10, 51]"
"[42, 21, 21, 31, 20, 7, 13, 46, 57]","[57, 46, 13, 7, 20, 31, 21, 21, 42]"
"[37, 22, 57, 5]","[5, 57, 22, 37]"
"[6, 35, 9, 10, 19]","[19, 10, 9, 35, 6]"
"[52, 36, 28, 49, 48, 41]","[41, 48, 49, 28, 36, 52]"
"[43, 18, 35, 11, 45, 44, 39]","[39, 44, 45, 11, 35, 18, 43]"
"[7, 4, 15, 27, 37, 53, 12, 11]","[11, 12, 53, 37, 27, 15, 4, 7]"
"[21, 40, 48, 12, 37, 11, 34, 26, 60]","[60, 26, 34, 11, 37, 12, 48, 40, 21]"
"[45, 5, 32, 59]","[59, 32, 5, 45]"
"[13, 20, 51, 36, 5]","[5, 36, 51, 20, 13]"
"[36, 40, 43, 7, 57, 42]","[42, 57, 7, 43, 40, 36]"
"[14, 24, 28, 36, 23, 38, 22]","[22, 38, 23, 36, 28, 24, 14]"
"[32, 39, 9, 32, 35, 15, 54, 37]","[37, 54, 15, 35, 32, 9, 39, 32]"
"[42, 58, 22, 7, 45, 57, 59, 42, 53]","[53, 42, 59, 57, 45, 7, 22, 58, 42]"
"[54, 28, 46, 20]","[20, 46, 28, 54]"
"[12, 59, 38, 28, 42]","[42, 28, 38, 59, 12]"
"[51, 23, 17, 53, 19, 42]","[42, 19, 53, 17, 23, 51]"
"[26, 20, 40, 56, 57, 60, 45]","[45, 60, 57, 56, 40, 20, 26]"
"[23, 17, 58, 38, 9, 27, 39, 45]","[45, 39, 27, 9, 38, 58, 17, 23]"
"[6, 55, 29, 45, 42, 60, 29, 14, 10]","[10, 14, 29, 60, 42, 45, 29, 55, 6]"
"[60, 8, 22, 45]","[45, 22, 8, 60]"
"[21, 15, 58, 45, 25]","[25, 45, 58, 15, 21]"
"[5, 38, 40, 21, 17, 12]","[12, 17, 21, 40, 38, 5]"
"[29, 29, 6, 34, 17, 34, 11]","[11, 34, 17, 34, 6, 29, 29]"
"[56, 24, 59, 51, 57, 6, 36, 52]","[52, 36, 6, 57, 51, 59, 24, 56]"
"[19, 11, 57, 31, 10, 5, 44, 11, 57]","[57, 11, 44, 5, 10, 31, 57, 11, 19]"
"[11, 31, 32, 44]","[44, 32, 31, 11]"
"[11, 51, 44, 11, 33]","[33, 11, 44, 51, 11]"
"[10, 33, 57, 10, 6, 29]","[29, 6, 10, 57, 33, 10]"
"[20, 16, 19, 28, 36, 54, 32]","[32, 54, 36, 28, 19, 16, 20]"
"[25, 6, 50, 31, 38, 21, 17, 48]","[48, 17, 21, 38, 31, 50, 6, 25]"
"[49, 46, 14, 28, 60, 33, 50, 33, 10]","[10, 33, 50, 33, 60, 28, 14, 46, 49]"
"[15, 5, 33, 7]","[7, 33, 5, 15]"
"[15, 8, 37, 32, 57]","[57, 32, 37, 8, 15]"
"[47, 56, 48, 40, 10, 18]","[18, 10, 40, 48, 56, 47]"
"[32, 24, 56, 51, 37, 53, 29]","[29, 53, 37, 51, 56, 24, 32]"
"[16, 12, 13, 41, 37, 26, 9, 58]","[58, 9, 26, 37, 41, 13, 12, 16]"
"[19, 28, 53, 21, 6, 43, 4, 35, 20]","[20, 35, 4, 43, 6, 21, 53, 28, 19]"
"[7, 42, 36, 56]","[56, 36, 42, 7]"
"[36, 53, 7, 44, 29]","[29, 44, 7, 53, 36]"
"[27, 16, 13, 15, 47, 42]","[42, 47, 15, 13, 16, 27]"
"[38, 50, 54, 4, 52, 30, 45]","[45, 30, 52, 4, 54, 50, 38]"
"[11, 15, 37, 10, 21, 38, 22, 58]","[58, 22, 38, 21, 10, 37, 15, 11]"
"[23, 52, 60, 59, 45, 38, 14, 58, 12]","[12, 58, 14, 38, 45, 59, 60, 52, 23]"
"[30, 46, 59, 6]","[6, 59, 46, 30]"
"[26, 24, 18, 56, 60]","[60, 56, 18, 24, 26]"
"[33, 19, 42, 15, 31, 33]","[33, 31, 15, 42, 19, 33]"
"[51, 52, 43, 42, 19, 12, 12]","[12, 12, 19, 42, 43, 52, 51]"
"[55, 10, 21, 47, 37, 29, 60, 30]","[30, 60, 29, 37, 47, 21, 10, 55]"
"[42, 51, 49, 39, 20, 52, 15, 33, 57]","[57, 33, 15, 52, 20, 39, 49, 51, 42]"
"[50, 13, 11, 16]","[16, 11, 13, 50]"
"[31, 5, 20, 52, 7]","[7, 52, 20, 5, 31]"
"[13, 50, 55, 58, 8, 51]","[51, 8, 58, 55, 50, 13]"
"[55, 36, 37, 52, 44, 43, 59]","[59, 43, 44, 52, 37, 36, 55]"
"[26, 23, 42, 19, 42, 36, 11, 45]","[45, 11, 36, 42, 19, 42, 23, 26]"
"[56, 50, 23, 50, 52, 44, 13, 53, 20]","[20, 53, 13, 44, 52, 50, 23, 50, 56]"
"[22, 51, 14, 28]","[28, 14, 51, 22]"
"[14, 40, 17, 38, 18]","[18, 38, 17, 40, 14]"
"[15, 43, 36, 7, 58, 19]","[19, 58, 7, 36, 43, 15]"
"[55, 12, 21, 58, 26, 45, 25]","[25, 45, 26, 58, 21, 12, 55]"
"[18, 14, 59, 29, 36, 7, 45, 41]","[41, 45, 7, 36, 29, 59, 14, 18]"
"[27, 40, 35, 15, 25, 12, 42, 24, 14]","[14, 24, 42, 12, 25, 15, 35, 40, 27]"
"[24, 12, 25, 46]","[46, 25, 12, 24]"
"[60, 21, 31, 30, 11]","[11, 30, 31, 21, 60]"
"[39, 60, 56, 32, 5, 51]","[51, 5, 32, 56, 60, 39]"
"[48, 46, 14, 30, 14, 4, 7]","[7, 4, 14, 30, 14, 46, 48]"
"[59, 16, 56, 19, 6, 36, 11, 25]","[25, 11, 36, 6, 19, 56, 16, 59]"
"[18, 29, 42, 18, 46, 13, 60, 56, 17]","[17, 56, 60, 13, 46, 18, 42, 29, 18]"
"[59, 56, 27, 51]","[51, 27, 56, 59]"
"[36, 7, 19, 25, 14]","[14, 25, 19, 7, 36]"
"[40, 18, 6, 51, 6, 54]","[54, 6, 51, 6, 18, 40]"
"[55, 23, 37, 48, 8, 39, 52]","[52, 39, 8, 48, 37, 23, 55]"
"[56, 46, 14, 10, 50, 32, 28, 53]","[53, 28, 32, 50, 10, 14, 46, 56]"
"[28, 37, 15, 5, 17, 34, 36, 40, 4]","[4, 40, 36, 34, 17, 5, 15, 37, 28]"
"[51, 28, 4, 18]","[18, 4, 28, 51]"
"[5, 9, 23, 16, 32]","[32, 16, 23, 9, 5]"
"[32, 30, 31, 57, 40, 59]","[59, 40, 57, 31, 30, 32]"
"[54, 37, 5, 28, 21, 12, 60]","[60, 12, 21, 28, 5, 37, 54]"
"[10, 9, 46, 50, 54, 58, 54, 24]","[24, 54, 58, 54, 50, 46, 9, 10]"
"[60, 22, 43, 39, 30, 51, 42, 50, 11]","[11, 50, 42, 51, 30, 39, 43, 22, 60]"
"[29, 7, 6, 22]","[22, 6, 7, 29]"
"[34, 6, 11, 33, 27]","[27, 33, 11, 6, 34]"
"[42, 11, 29, 34, 34, 25]","[25, 34, 34, 29, 11, 42]"
"[55, 19, 34, 49, 16, 48, 18]","[18, 48, 16, 49, 34, 19, 55]"
"[31, 34, 4, 53, 9, 51, 37, 15]","[15, 37, 51, 9, 53, 4, 34, 31]"
"[36, 20, 50, 4, 9, 29, 51, 58, 54]","[54, 58, 51, 29, 9, 4, 50, 20, 36]"
"[42, 8, 27, 34]","[34, 27, 8, 42]"
"[37, 40, 40, 26, 53]","[53, 26, 40, 40, 37]"
"[12, 36, 18, 57, 5, 30]","[30, 5, 57, 18, 36, 12]"
"[45, 33, 29, 50, 34, 16, 37]","[37, 16, 34, 50, 29, 33, 45]"
"[40, 35, 15, 23, 46, 52, 46, 34]","[34, 46, 52, 46, 23, 15, 35, 40]"
"[41, 54, 57, 17, 55, 42, 20, 43, 49]","[49, 43, 20, 42, 55, 17, 57, 54, 41]"
"[58, 9, 24, 28]","[28, 24, 9, 58]"
"[45, 31, 31, 53, 18]","[18, 53, 31, 31, 45]"
"[60, 6, 21, 34, 46, 24]","[24, 46, 34, 21, 6, 60]"
"[15, 10, 50, 6, 31, 53, 27]","[27, 53, 31, 6, 50, 10, 15]"
"[24, 47, 21, 27, 47, 21, 28, 22]","[22, 28, 21, 47, 27, 21, 47, 24]"
"[12, 50, 53, 42, 60, 15, 16, 41, 52]","[52, 41, 16, 15, 60, 42, 53, 50, 12]"
"[29, 15, 17, 33]","[33, 17, 15, 29]"
"[12, 30, 47, 10, 4]","[4, 10, 47, 30, 12]"
"[14, 35, 22, 36, 7, 42]","[42, 7, 36, 22, 35, 14]"
"[52, 40, 45, 12, 17, 17, 42]","[42, 17, 17, 12, 45, 40, 52]"
"[11, 34, 38, 20, 32, 22, 9, 7]","[7, 9, 22, 32, 20, 38, 34, 11]"
"[59, 28, 33, 22, 15, 8, 60, 54, 53]","[53, 54, 60, 8, 15, 22, 33, 28, 59]"
"[9, 31, 36, 53]","[53, 36, 31, 9]"
"[60, 17, 12, 53, 42]","[42, 53, 12, 17, 60]"
"[44, 53, 43, 55, 58, 40]","[40, 58, 55, 43, 53, 44]"
"[53, 43, 23, 34, 14, 7, 52]","[52, 7, 14, 34, 23, 43, 53]"
"[27, 28, 54, 54, 52, 51, 11, 53]","[53, 11, 51, 52, 54, 54, 28, 27]"
"[58, 14, 36, 27, 30, 17, 4, 25, 22]","[22, 25, 4, 17, 30, 27, 36, 14, 58]"
"[14, 8, 9, 17]","[17, 9, 8, 14]"
"[47, 19, 60, 15, 21]","[21, 15, 60, 19, 47]"
"[34, 22, 37, 46, 35, 40]","[40, 35, 46, 37, 22, 34]"
"[59, 13, 19, 13, 57, 15, 17]","[17, 15, 57, 13, 19, 13, 59]"
"[32, 33, 15, 29, 4, 59, 42, 4]","[4, 42, 59, 4, 29, 15, 33, 32]"
"[27, 7, 35, 29, 31, 34, 20, 6, 16]","[16, 6, 20, 34, 31, 29, 35, 7, 27]"
"[23, 10, 46, 44]","[44, 46, 10, 23]"
"[56, 36, 58, 30, 30]","[30, 30, 58, 36, 56]"
"[22, 30, 38, 9, 6, 28]","[28, 6, 9, 38, 30, 22]"
"[11, 5, 46, 58, 28, 52, 57]","[57, 52, 28, 58, 46, 5, 11]"
"[19, 4, 11, 24, 38, 4, 30, 32]","[32, 30, 4, 38, 24, 11, 4, 19]"
"[40, 15, 47, 21, 51, 13, 57, 50, 48]","[48, 50, 57, 13, 51, 21, 47, 15, 40]"
"[22, 12, 36, 12]","[12, 36, 12, 22]"
"[24, 47, 15, 57, 52]","[52, 57, 15, 47, 24]"
"[12, 19, 53, 53, 46, 38]","[38, 46, 53, 53, 19, 12]"
"[34, 36, 41, 52, 22, 54, 11]","[11, 54, 22, 52, 41, 36, 34]"
"[52, 14, 59, 44, 59, 37, 37, 51]","[51, 37, 37, 59, 44, 59, 14, 52]"
"[43, 11, 31, 36, 60, 49, 10, 18, 27]","[27, 18, 10, 49, 60, 36, 31, 11, 43]"
"[60, 21, 22, 31]","[31, 22, 21, 60]"
"[37, 26, 52, 41, 43]","[43, 41, 52, 26, 37]"
"[5, 43, 8, 21, 6, 35]","[35, 6, 21, 8, 43, 5]"
"[22, 22, 4, 11, 52, 58, 49]","[49, 58, 52, 11, 4, 22, 22]"
"[17, 40, 5, 60, 15, 40, 60, 10]","[10, 60, 40, 15, 60, 5, 40, 17]"
"[33, 36, 59, 5, 34, 40, 19, 33, 44]","[44, 33, 19, 40, 34, 5, 59, 36, 33]"
"[30, 20, 13, 53]","[53, 13, 20, 30]"
"[11, 45, 46, 33, 32]","[32, 33, 46, 45, 11]"
"[31, 47, 35, 12, 32, 18]","[18, 32, 12, 35, 47, 31]"
"[8, 11, 23, 7, 46, 28, 55]","[55, 28, 46, 7, 23, 11, 8]"
"[36, 50, 8, 52, 60, 34, 14, 11]","[11, 14, 34, 60, 52, 8, 50, 36]"
"[5, 12, 28, 11, 11, 51, 12, 28, 6]","[6, 28, 12, 51, 11, 11, 28, 12, 5]"
"[30, 4, 32, 58]","[58, 32, 4, 30]"
"[60, 35, 7, 58, 54]","[54, 58, 7, 35, 60]"
"[58, 59, 28, 12, 31, 35]","[35, 31, 12, 28, 59, 58]"
"[7, 30, 32, 25, 31, 18, 23]","[23, 18, 31, 25, 32, 30, 7]"
"[38, 57, 51, 7, 37, 33, 24, 32]","[32, 24, 33, 37, 7, 51, 57, 38]"
"[16, 7, 42, 58, 51, 7, 7, 38, 24]","[24, 38, 7, 7, 51, 58, 42, 7, 16]"
"[35, 24, 21, 59]","[59, 21, 24, 35]"
"[39, 5, 27, 40, 45]","[45, 40, 27, 5, 39]"
"[16, 4, 18, 22, 6, 55]","[55, 6, 22, 18, 4, 16]"
"[31, 59, 18, 37, 47, 42, 8]","[8, 42, 47, 37, 18, 59, 31]"
"[39, 31, 16, 44, 29, 31, 40, 28]","[28, 40, 31, 29, 44, 16, 31, 39]"
"[7, 56, 29, 51, 52, 24, 33, 4, 59]","[59, 4, 33, 24, 52, 51, 29, 56, 7]"
"[40, 60, 15, 49]","[49, 15, 60, 40]"
"[21, 54, 30, 6, 24]","[24, 6, 30, 54, 21]"
"[43, 40, 42, 4, 33, 12]","[12, 33, 4, 42, 40, 43]"
"[48, 60, 45, 46, 53, 23, 14]","[14, 23, 53, 46, 45, 60, 48]"
"[56, 44, 60, 52, 47, 8, 55, 27]","[27, 55, 8, 47, 52, 60, 44, 56]"
"[11, 37, 46, 36, 60, 4, 60, 57, 10]","[10, 57, 60, 4, 60, 36, 46, 37, 11]"
"[33, 29, 33, 26]","[26, 33, 29, 33]"
"[4, 53, 21, 19, 4]","[4, 19, 21, 53, 4]"
"[10, 60, 46, 57, 58, 34]","[34, 58, 57, 46, 60, 10]"
"[6, 50, 28, 6, 57, 4, 24]","[24, 4, 57, 6, 28, 50, 6]"
"[58, 34, 42, 23, 57, 19, 57, 25]","[25, 57, 19, 57, 23, 42, 34, 58]"
"[59, 6, 5, 31, 52, 20, 10, 19, 4]","[4, 19, 10, 20, 52, 31, 5, 6, 59]"
"[38, 12, 9, 24]","[24, 9, 12, 38]"
"[27, 35, 43, 20, 6]","[6, 20, 43, 35, 27]"
"[18, 31, 41, 47, 51, 4]","[4, 51, 47, 41, 31, 18]"
"[4, 46, 16, 31, 26, 37, 30]","[30, 37, 26, 31, 16, 46, 4]"
"[30, 25, 28, 24, 27, 23, 43, 42]","[42, 43, 23, 27, 24, 28, 25, 30]"
"[16, 9, 44, 46, 27, 31, 37, 19, 58]","[58, 19, 37, 31, 27, 46, 44, 9, 16]"
"[49, 40, 38, 15]","[15, 38, 40, 49]"
"[44, 9, 27, 58, 40]","[40, 58, 27, 9, 44]"
"[31, 36, 16, 42, 37, 15]","[15, 37, 42, 16, 36, 31]"
"[59, 58, 38, 17, 50, 30, 39]","[39, 30, 50, 17, 38, 58, 59]"
"[20, 9, 34, 50, 49, 12, 37, 54]","[54, 37, 12, 49, 50, 34, 9, 20]"
"[11, 47, 14, 7, 20, 37, 26, 60, 46]","[46, 60, 26, 37, 20, 7, 14, 47, 11]"
"[40, 5, 54, 48]","[48, 54, 5, 40]"
"[31, 56, 28, 19, 51]","[51, 19, 28, 56, 31]"
"[14, 55, 7, 56, 34, 54]","[54, 34, 56, 7, 55, 14]"
"[8, 38, 55, 25, 46, 22, 34]","[34, 22, 46, 25, 55, 38, 8]"
"[50, 5, 52, 46, 38, 51, 50, 20]","[20, 50, 51, 38, 46, 52, 5, 50]"
"[24, 13, 55, 43, 32, 31, 20, 37, 28]","[28, 37, 20, 31, 32, 43, 55, 13, 24]"
"[10, 41, 38, 20]","[20, 38, 41, 10]"
"[52, 42, 50, 50, 60]","[60, 50, 50, 42, 52]"
"[35, 37, 25, 43, 52, 54]","[54, 52, 43, 25, 37, 35]"
"[39, 47, 25, 60, 17, 39, 27]","[27, 39, 17, 60, 25, 47, 39]"
"[24, 15, 36, 16, 34, 53, 16, 49]","[49, 16, 53, 34, 16, 36, 15, 24]"
"[4, 46, 22, 16, 32, 10, 53, 31, 25]","[25, 31, 53, 10, 32, 16, 22, 46, 4]"
"[6, 36, 51, 18]","[18, 51, 36, 6]"
"[26, 12, 50, 35, 59]","[59, 35, 50, 12, 26]"
"[8, 11, 43, 36, 10, 26]","[26, 10, 36, 43, 11, 8]"
"[50, 24, 30, 38, 8, 8, 7]","[7, 8, 8, 38, 30, 24, 50]"
"[35, 51, 29, 8, 42, 55, 13, 31]","[31, 13, 55, 42, 8, 29, 51, 35]"
"[41, 22, 32, 15, 34, 19, 26, 50, 35]","[35, 50, 26, 19, 34, 15, 32, 22, 41]"
"[55, 5, 45, 55]","[55, 45, 5, 55]"
"[34, 19, 35, 60, 47]","[47, 60, 35, 19, 34]"
"[45, 9, 51, 5, 44, 48]","[48, 44, 5, 51, 9, 45]"
"[7, 56, 30, 38, 52, 31, 42]","[42, 31, 52, 38, 30, 56, 7]"
"[35, 10, 42, 42, 29, 45, 9, 24]","[24, 9, 45, 29, 42, 42, 10, 35]"
"[7, 59, 12, 8, 48, 30, 54, 48, 9]","[9, 48, 54, 30, 48, 8, 12, 59, 7]"
"[19, 4, 37, 46]","[46, 37, 4, 19]"
"[48, 24, 19, 42, 57]","[57, 42, 19, 24, 48]"
"[24, 31, 23, 49, 36, 52]","[52, 36, 49, 23, 31, 24]"
"[5, 23, 15, 48, 41, 12, 18]","[18, 12, 41, 48, 15, 23, 5]"
"[10, 15, 7, 6, 28, 48, 20, 47]","[47, 20, 48, 28, 6, 7, 15, 10]"
"[52, 36, 28, 46, 22, 47, 48, 55, 23]","[23, 55, 48, 47, 22, 46, 28, 36, 52]"
"[49, 13, 55, 24]","[24, 55, 13, 49]"
"[24, 51, 30, 8, 47]","[47, 8, 30, 51, 24]"
"[38, 28, 29, 45, 53, 41]","[41, 53, 45, 29, 28, 38]"
"[26, 52, 11, 31, 33, 25, 46]","[46, 25, 33, 31, 11, 52, 26]"
"[33, 6, 6, 10, 16, 9, 8, 52]","[52, 8, 9, 16, 10, 6, 6, 33]"
"[36, 27, 30, 42, 31, 29, 45, 60, 26]","[26, 60, 45, 29, 31, 42, 30, 27, 36]"
"[18, 29, 37, 41]","[41, 37, 29, 18]"
"[13, 39, 52, 6, 35]","[35, 6, 52, 39, 13]"
"[41, 36, 54, 57, 56, 39]","[39, 56, 57, 54, 36, 41]"
"[19, 45, 7, 26, 26, 11, 4]","[4, 11, 26, 26, 7, 45, 19]"
"[40, 37, 26, 41, 32, 33, 59, 26]","[26, 59, 33, 32, 41, 26, 37, 40]"
"[27, 33, 43, 4, 6, 17, 52, 40, 52]","[52, 40, 52, 17, 6, 4, 43, 33, 27]"
"[7, 4, 48, 32]","[32, 48, 4, 7]"
"[28, 60, 43, 46, 30]","[30, 46, 43, 60, 28]"
"[10, 44, 12, 49, 36, 32]","[32, 36, 49, 12, 44, 10]"
"[54, 60, 17, 24, 43, 45, 10]","[10, 45, 43, 24, 17, 60, 54]"
"[11, 59, 16, 6, 12, 47, 39, 29]","[29, 39, 47, 12, 6, 16, 59, 11]"
"[33, 47, 40, 44, 44, 44, 12, 38, 10]","[10, 38, 12, 44, 44, 44, 40, 47, 33]"
"[55, 38, 43, 9]","[9, 43, 38, 55]"
"[28, 31, 25, 57, 58]","[58, 57, 25, 31, 28]"
"[15, 15, 24, 34, 14, 13]","[13, 14, 34, 24, 15, 15]"
"[19, 8, 45, 47, 49, 48, 47]","[47, 48, 49, 47, 45, 8, 19]"
"[37, 59, 19, 38, 28, 12, 4, 18]","[18, 4, 12, 28, 38, 19, 59, 37]"
"[48, 44, 6, 46, 55, 52, 24, 37, 8]","[8, 37, 24, 52, 55, 46, 6, 44, 48]"
